"DIAG","DIAG_DESC","DIAG_C","DIAG_5"
756.15,"CONGEN FUSION OF SPINE","756.15","75615"
756.16,"KLIPPEL-FEIL SYNDROME","756.16","75616"
756.17,"SPINA BIFIDA OCCULTA","756.17","75617"
756.19,"ANOMALY OF SPINE NEC","756.19","75619"
756.20,"CERVICAL RIB","756.2","7562"
756.30,"RIB & STERNUM ANOMAL NEC","756.3","7563"
756.40,"CHONDRODYSTROPHY","756.4","7564"
756.50,"OSTEODYSTROPHY NOS","756.50","75650"
756.51,"OSTEOGENESIS IMPERFECTA","756.51","75651"
756.52,"OSTEOPETROSIS","756.52","75652"
756.53,"OSTEOPOIKILOSIS","756.53","75653"
756.54,"POLYOSTOTIC FIBROS DYSPL","756.54","75654"
756.55,"CHONDROECTODERM DYSPLAS","756.55","75655"
756.56,"MULT EPIPHYSEAL DYSPLAS","756.56","75656"
756.59,"OSTEODYSTROPHY NEC","756.59","75659"
756.60,"ANOMALIES OF DIAPHRAGM","756.6","7566"
756.70,"ABDOMINAL WALL ANOMALIES","756.7","7567"
756.81,"ABSENCE OF MUSCLE/TENDON","756.81","75681"
756.82,"ACCESSORY MUSCLE","756.82","75682"
756.83,"EHLERS-DANLOS SYNDROME","756.83","75683"
756.89,"SOFT TISSUE ANOMALY NEC","756.89","75689"
756.90,"MUSCULOSKEL ANOM NEC/NOS","756.9","7569"
757.00,"HEREDITARY EDEMA OF LEGS","757.0","7570"
757.10,"ICHTHYOSIS CONGENITA","757.1","7571"
757.20,"DERMATOGLYPHIC ANOMALIES","757.2","7572"
757.31,"CONG ECTODERMAL DYSPLAS","757.31","75731"
757.32,"VASCULAR HAMARTOMAS","757.32","75732"
757.33,"CONG SKIN PIGMENT ANOMAL","757.33","75733"
757.39,"SKIN ANOMALY NEC","757.39","75739"
757.40,"HAIR ANOMALIES NEC","757.4","7574"
757.50,"NAIL ANOMALIES NEC","757.5","7575"
757.60,"BREAST ANOMALIES NEC","757.6","7576"
757.80,"OTH INTEGUMENT ANOMALIES","757.8","7578"
757.90,"INTEGUMENT ANOMALY NOS","757.9","7579"
758.00,"DOWN'S SYNDROME","758.0","7580"
758.10,"PATAU'S SYNDROME","758.1","7581"
758.20,"EDWARDS' SYNDROME","758.2","7582"
758.30,"AUTOSOMAL DELETION SYND","758.3","7583"
758.40,"BALANCE AUTOSOM TRANSLOC","758.4","7584"
758.50,"AUTOSOMAL ANOMALIES NEC","758.5","7585"
758.60,"GONADAL DYSGENESIS","758.6","7586"
758.70,"KLINEFELTER'S SYNDROME","758.7","7587"
758.80,"SEX CHROMOSOME ANOM NEC","758.8","7588"
758.90,"CHROMOSOME ANOMALY NOS","758.9","7589"
759.00,"ANOMALIES OF SPLEEN","759.0","7590"
759.10,"ADRENAL GLAND ANOMALY","759.1","7591"
759.20,"ENDOCRINE ANOMALY NEC","759.2","7592"
759.30,"SITUS INVERSUS","759.3","7593"
759.40,"CONJOINED TWINS","759.4","7594"
759.50,"TUBEROUS SCLEROSIS","759.5","7595"
759.60,"HAMARTOSES NEC","759.6","7596"
759.70,"MULT CONGEN ANOMAL NEC","759.7","7597"
759.81,"PRADER-WILLI SYNDROME","759.81","75981"
759.82,"MARFAN'S SYNDROME","759.82","75982"
759.89,"OTHER CONGENIT ANOMALIES","759.89","75989"
759.90,"CONGENITAL ANOMALY NOS","759.9","7599"
760.00,"MATERN HYPERTEN AFF NB","760.0","7600"
760.10,"MATERN URINE DIS AFF NB","760.1","7601"
760.20,"MATERNAL INFEC AFF NB","760.2","7602"
760.30,"MATERN CARDIORESP AFF NB","760.3","7603"
760.40,"MATERN NUTRIT DIS AFF NB","760.4","7604"
760.50,"MATERNAL INJURY AFF NB","760.5","7605"
760.60,"SURG OP ON MOTHER AFF NB","760.6","7606"
760.70,"NOXIOUS SUBST NOS AFF NB","760.70","76070"
760.71,"MATERNAL ALCOHOL AFF NB","760.71","76071"
760.72,"MATERNAL NARCOTIC AFF NB","760.72","76072"
760.73,"MATERNAL HALLUCIN AFF NB","760.73","76073"
760.74,"MATERNAL ANTI-INF AFF NB","760.74","76074"
760.75,"MATERNAL COCAINE AFF NB","760.75","76075"
760.79,"NOXIOUS SUBST NEC AFF NB","760.79","76079"
760.80,"MATERNAL COND NEC AFF NB","760.8","7608"
760.90,"MATERNAL COND NOS AFF NB","760.9","7609"
761.00,"INCOMPETNT CERVIX AFF NB","761.0","7610"
761.10,"PREMAT RUPT MEMB AFF NB","761.1","7611"
761.20,"OLIGOHYDRAMNIOS AFF NB","761.2","7612"
761.30,"POLYHYDRAMNIOS AFF NB","761.3","7613"
761.40,"ECTOPIC PREGNANCY AFF NB","761.4","7614"
761.50,"MULT PREGNANCY AFF NB","761.5","7615"
761.60,"MATERNAL DEATH AFF NB","761.6","7616"
761.70,"ANTEPART MALPRES AFF NB","761.7","7617"
761.80,"MATERN COMPL NEC AFF NB","761.8","7618"
761.90,"MATERN COMPL NOS AFF NB","761.9","7619"
762.00,"PLACENTA PREVIA AFF NB","762.0","7620"
762.10,"PLACENTA HEM NEC AFF NB","762.1","7621"
762.20,"ABN PLAC NEC/NOS AFF NB","762.2","7622"
762.30,"PLACENT TRANSFUSION SYN","762.3","7623"
762.40,"PROLAPSED CORD AFF NB","762.4","7624"
762.50,"OTH UMBIL CORD COMPRESS","762.5","7625"
762.60,"UMBIL COND NEC AFF NB","762.6","7626"
762.70,"CHORIOAMNIONITIS AFF NB","762.7","7627"
762.80,"ABN AMNION NEC AFF NB","762.8","7628"
762.90,"ABN AMNION NOS AFF NB","762.9","7629"
763.00,"BREECH DEL/EXTRAC AFF NB","763.0","7630"
763.10,"MALPOS/DISPRO NEC AFF NB","763.1","7631"
763.20,"FORCEPS DELIVERY AFF NB","763.2","7632"
763.30,"VACUUM EXTRAC DEL AFF NB","763.3","7633"
763.40,"CESAREAN DELIVERY AFF NB","763.4","7634"
763.50,"MAT ANESTH/ANALG AFF NB","763.5","7635"
763.60,"PRECIPITATE DEL AFF NB","763.6","7636"
763.70,"ABN UTERINE CONTR AFF NB","763.7","7637"
763.80,"COMPL DELIV NEC AFF NB","763.8","7638"
763.90,"COMPL DELIV NOS AFF NB","763.9","7639"
764.00,"LT-F-DT/NO MALN/WT NOS","764.00","76400"
764.01,"LT-F-DT/NO MALN/<500GRAM","764.01","76401"
764.02,"LT-F-DT/NO MALN/500-749G","764.02","76402"
764.03,"LT-F-DT/NO MALN/750-999G","764.03","76403"
764.04,"LT-F-DT/NO MALN/1-1.25KG","764.04","76404"
764.05,"LT-F-DT/NO MAL/1.25-1.5K","764.05","76405"
764.06,"LT-F-DT/NO MAL/1.5-1.75K","764.06","76406"
764.07,"LT-F-DT/NO MALN/1.75-2KG","764.07","76407"
764.08,"LT-F-DT/NO MALN/2-2.5KG","764.08","76408"
764.09,"LT-F-DT/NO MALN/>2.5 KG","764.09","76409"
764.10,"LT-F-DT/W MALNUT/WT NOS","764.10","76410"
764.11,"LT-F-DT/W MALNU/<500GRAM","764.11","76411"
764.12,"LT-F-DT/W MALNU/500-749G","764.12","76412"
764.13,"LT-F-DT/W MALNU/750-999G","764.13","76413"
764.14,"LT-F-DT/W MALNU/1-1.25KG","764.14","76414"
764.15,"LT-F-DT/W MALN/1.25-1.5K","764.15","76415"
764.16,"LT-F-DT/W MALN/1.5-1.75K","764.16","76416"
764.17,"LT-F-DT/W MALNU/1.75-2KG","764.17","76417"
764.18,"LT-F-DT/W MALNU/2-2.5KG","764.18","76418"
764.19,"LT-F-DT/W MALNU/>2.5 KG","764.19","76419"
764.20,"FETAL MALNUTRIT/WT NOS","764.20","76420"
764.21,"FETAL MALNUTRIT/<500GRAM","764.21","76421"
764.22,"FETAL MALNUTRIT/500-749G","764.22","76422"
764.23,"FETAL MALNUTRIT/750-999G","764.23","76423"
764.24,"FETAL MALNUTRIT/1-1.25KG","764.24","76424"
764.25,"FETAL MALNUTRI/1.25-1.5K","764.25","76425"
764.26,"FETAL MALNUTRI/1.5-1.75K","764.26","76426"
764.27,"FETAL MALNUTRIT/1.75-2KG","764.27","76427"
764.28,"FETAL MALNUTRIT/2-2.5KG","764.28","76428"
764.29,"FETAL MALNUTRIT/>2.5 KG","764.29","76429"
764.90,"FETAL GROW RETARD/WT NOS","764.90","76490"
764.91,"FETL GROW RETRD/<500GRAM","764.91","76491"
764.92,"FETL GROW RETRD/500-749G","764.92","76492"
764.93,"FETL GROW RETRD/750-999G","764.93","76493"
764.94,"FETL GROW RETRD/1-1.25KG","764.94","76494"
764.95,"FETL GROW RTRD/1.25-1.5K","764.95","76495"
764.96,"FETL GROW RTRD/1.5-1.75K","764.96","76496"
764.97,"FETL GROW RTARD/1.75-2KG","764.97","76497"
764.98,"FETL GROW RETARD/2-2.5KG","764.98","76498"
764.99,"FETL GROW RETAR/>2.5 KG","764.99","76499"
765.00,"XTREME IMMATURITY/WT NOS","765.00","76500"
765.01,"EXTREME IMMATUR/<500GRAM","765.01","76501"
765.02,"EXTREME IMMATUR/500-749G","765.02","76502"
765.03,"EXTREME IMMATUR/750-999G","765.03","76503"
765.04,"EXTREME IMMATUR/1-1.25KG","765.04","76504"
765.05,"XTREME IMMATUR/1.25-1.5K","765.05","76505"
765.06,"XTREME IMMATUR/1.5-1.75K","765.06","76506"
765.07,"EXTREME IMMATUR/1.75-2KG","765.07","76507"
765.08,"EXTREME IMMATUR/2-2.5KG","765.08","76508"
765.09,"EXTREME IMMATUR/>2.5 KG","765.09","76509"
765.10,"PRETERM NB NEC/WT NOS","765.10","76510"
765.11,"PRETERM NB NEC/<500GRAM","765.11","76511"
765.12,"PRETERM NB NEC/500-749G","765.12","76512"
765.13,"PRETERM NB NEC/750-999G","765.13","76513"
765.14,"PRETERM NB NEC/1-1.25KG","765.14","76514"
765.15,"PRETERM NB NEC/1.25-1.5K","765.15","76515"
765.16,"PRETERM NB NEC/1.5-1.75K","765.16","76516"
765.17,"PRETERM NB NEC/1.75-2KG","765.17","76517"
765.18,"PRETERM NB NEC/2-2.5KG","765.18","76518"
765.19,"PRETERM NB NEC/>2.5 KG","765.19","76519"
766.00,"EXCEPTIONALLY LARGE BABY","766.0","7660"
766.10,"HEAVY-FOR-DATE INFAN NEC","766.1","7661"
766.20,"POST-TERM INFANT NOS","766.2","7662"
767.00,"CEREBRAL HEM AT BIRTH","767.0","7670"
767.10,"SCALP INJURY AT BIRTH","767.1","7671"
767.20,"CLAVICLE FX AT BIRTH","767.2","7672"
767.30,"BONE INJURY NEC AT BIRTH","767.3","7673"
767.40,"SPINAL CORD INJ AT BIRTH","767.4","7674"
767.50,"FACIAL NERVE INJ-BIRTH","767.5","7675"
767.60,"BRACH PLEXUS INJ-BIRTH","767.6","7676"
767.70,"NERVE INJ NEC AT BIRTH","767.7","7677"
767.80,"BIRTH TRAUMA NEC","767.8","7678"
767.90,"BIRTH TRAUMA NOS","767.9","7679"
768.00,"FETAL DEATH-ANOXIA NOS","768.0","7680"
768.10,"FET DEATH-ANOXIA DUR LAB","768.1","7681"
768.20,"FET DISTRESS BEFOR LABOR","768.2","7682"
768.30,"FETAL DISTRESS DUR LABOR","768.3","7683"
768.40,"FETAL DISTRESS NOS","768.4","7684"
768.50,"SEVERE BIRTH ASPHYXIA","768.5","7685"
768.60,"MILD/MOD BIRTH ASPHYXIA","768.6","7686"
768.90,"BIRTH ASPHYXIA NOS","768.9","7689"
769.00,"RESPIRATORY DISTRESS SYN","769","769"
770.00,"CONGENITAL PNEUMONIA","770.0","7700"
770.10,"NB MASSIVE ASPIRAT SYN","770.1","7701"
770.20,"NB INTERSTIT EMPHYSEMA","770.2","7702"
770.30,"NB PULMONARY HEMORRHAGE","770.3","7703"
770.40,"PRIMARY ATELECTASIS","770.4","7704"
770.50,"NB ATELECTASIS NEC/NOS","770.5","7705"
770.60,"NB TRANSITORY TACHYPNEA","770.6","7706"
770.70,"PERINATAL CHR RESP DIS","770.7","7707"
770.80,"POST-BIRTH RESP PROB NEC","770.8","7708"
770.90,"NB RESPIRATORY COND NOS","770.9","7709"
771.00,"CONGENITAL RUBELLA","771.0","7710"
771.10,"CONG CYTOMEGALOVIRUS INF","771.1","7711"
771.20,"CONGENITAL INFEC NEC","771.2","7712"
771.30,"TETANUS NEONATORUM","771.3","7713"
771.40,"OMPHALITIS OF NEWBORN","771.4","7714"
771.50,"NEONATAL INFEC MASTITIS","771.5","7715"
771.60,"NEONATAL CONJUNCTIVITIS","771.6","7716"
771.70,"NEONATAL CANDIDA INFECT","771.7","7717"
771.80,"PERINATAL INFECTION NEC","771.8","7718"
772.00,"FETAL BLOOD LOSS NEC","772.0","7720"
772.10,"NB INTRAVENTRICULAR HEM","772.1","7721"
772.20,"NB SUBARACHNOID HEMORR","772.2","7722"
772.30,"POST-BIRTH UMBIL HEMORR","772.3","7723"
772.40,"NB GI HEMORRHAGE","772.4","7724"
772.50,"NB ADRENAL HEMORRHAGE","772.5","7725"
772.60,"NB CUTANEOUS HEMORRHAGE","772.6","7726"
772.80,"NEONATAL HEMORRHAGE NEC","772.8","7728"
772.90,"NEONATAL HEMORRHAGE NOS","772.9","7729"
773.00,"NB HEMOLYT DIS:RH ISOIMM","773.0","7730"
773.10,"NB HEMOLYT DIS-ABO ISOIM","773.1","7731"
773.20,"NB HEMOLYT DIS-ISOIM NEC","773.2","7732"
773.30,"HYDROPS FETALIS:ISOIMM","773.3","7733"
773.40,"NB KERNICTERUS:ISOIMMUN","773.4","7734"
773.50,"NB LATE ANEMIA:ISOIMMUN","773.5","7735"
774.00,"PERINAT JAUND-HERED ANEM","774.0","7740"
774.10,"PERINAT JAUND:HEMOLYSIS","774.1","7741"
774.20,"NEONAT JAUND PRETERM DEL","774.2","7742"
774.30,"DELAY CONJUGAT JAUND NOS","774.30","77430"
774.31,"NEONAT JAUND IN OTH DIS","774.31","77431"
774.39,"DELAY CONJUGAT JAUND NEC","774.39","77439"
774.40,"FETAL/NEONATAL HEPATITIS","774.4","7744"
774.50,"PERINATAL JAUNDICE NEC","774.5","7745"
774.60,"FETAL/NEONATAL JAUND NOS","774.6","7746"
774.70,"NB KERNICTERUS","774.7","7747"
775.00,"INFANT DIABET MOTHER SYN","775.0","7750"
775.10,"NEONAT DIABETES MELLITUS","775.1","7751"
775.20,"NEONAT MYASTHENIA GRAVIS","775.2","7752"
775.30,"NEONATAL THYROTOXICOSIS","775.3","7753"
775.40,"HYPOCALCEM/HYPOMAGNES NB","775.4","7754"
775.50,"NEONATAL DEHYDRATION","775.5","7755"
775.60,"NEONATAL HYPOGLYCEMIA","775.6","7756"
775.70,"LATE METAB ACIDOSIS NB","775.7","7757"
775.80,"TRANSIENT MET DIS NB NEC","775.8","7758"
775.90,"TRANSIENT MET DIS NB NOS","775.9","7759"
776.00,"NB HEMORRHAGIC DISEASE","776.0","7760"
776.10,"NEONATAL THROMBOCYTOPEN","776.1","7761"
776.20,"DISSEM INTRAVASC COAG NB","776.2","7762"
776.30,"OTH NEONATAL COAG DIS","776.3","7763"
776.40,"POLYCYTHEMIA NEONATORUM","776.4","7764"
776.50,"CONGENITAL ANEMIA","776.5","7765"
776.60,"ANEMIA OF PREMATURITY","776.6","7766"
776.70,"NEONATAL NEUTROPENIA","776.7","7767"
776.80,"TRANSIENT HEMAT DIS NEC","776.8","7768"
776.90,"NB HEMATOLOGICAL DIS NOS","776.9","7769"
777.10,"MECONIUM OBSTRUCTION","777.1","7771"
777.20,"INTEST OBST-INSPISS MILK","777.2","7772"
777.30,"SWALLOWED BLOOD SYNDROME","777.3","7773"
777.40,"TRANSITORY ILEUS OF NB","777.4","7774"
777.50,"NECROT ENTEROCOLITIS NB","777.5","7775"
777.60,"PERINATAL INTEST PERFOR","777.6","7776"
777.80,"PERINAT GI SYS DIS NEC","777.8","7778"
777.90,"PERINAT GI SYS DIS NOS","777.9","7779"
778.00,"HYDROPS FETALIS NO ISOIM","778.0","7780"
778.10,"SCLEREMA NEONATORUM","778.1","7781"
778.20,"NB COLD INJURY SYNDROME","778.2","7782"
778.30,"NB HYPOTHERMIA NEC","778.3","7783"
778.40,"NB TEMP REGULAT DIS NEC","778.4","7784"
778.50,"EDEMA OF NEWBORN NEC/NOS","778.5","7785"
778.60,"CONGENITAL HYDROCELE","778.6","7786"
778.70,"NB BREAST ENGORGEMENT","778.7","7787"
778.80,"NB INTEGUMENT COND NEC","778.8","7788"
778.90,"NB INTEGUMENT COND NOS","778.9","7789"
779.00,"CONVULSIONS IN NEWBORN","779.0","7790"
779.10,"NB CEREB IRRIT NEC/NOS","779.1","7791"
779.20,"CNS DYSFUNCTION SYN NB","779.2","7792"
779.30,"NB FEEDING PROBLEMS","779.3","7793"
779.40,"NB DRUG REACTION/INTOXIC","779.4","7794"
779.50,"NB DRUG WITHDRAWAL SYNDR","779.5","7795"
779.60,"TERMINATION OF PREGNANCY","779.6","7796"
779.80,"PERINATAL CONDITION NEC","779.8","7798"
779.90,"PERINATAL CONDITION NOS","779.9","7799"
780.01,"COMA","780.01","78001"
780.02,"TRANSIENT AWARE ALTERAT","780.02","78002"
780.03,"PERSIST VEGETATIVE STATE","780.03","78003"
780.09,"CONSCIOUSNS ALTERAT NEC","780.09","78009"
780.10,"HALLUCINATIONS","780.1","7801"
780.20,"SYNCOPE AND COLLAPSE","780.2","7802"
780.30,"CONVULSIONS","780.3","7803"
780.40,"DIZZINESS AND GIDDINESS","780.4","7804"
780.50,"SLEEP DISTURBANCE NOS","780.50","78050"
780.51,"INSOMNIA W SLEEP APNEA","780.51","78051"
780.52,"INSOMNIA NEC","780.52","78052"
780.53,"HYPERSOMNI W SLEEP APNEA","780.53","78053"
780.54,"HYPERSOMNIA NEC","780.54","78054"
780.55,"IRREG SLEEP-WAKE RHY NOS","780.55","78055"
780.56,"SLEEP STAGE DYSFUNCTIONS","780.56","78056"
780.57,"SLEEP APNEA NEC/NOS","780.57","78057"
780.59,"SLEEP DISTURBANCES NEC","780.59","78059"
780.60,"PYREXIA UNKNOWN ORIGIN","780.6","7806"
780.70,"MALAISE AND FATIGUE","780.7","7807"
780.80,"HYPERHIDROSIS","780.8","7808"
780.90,"GENERAL SYMPTOMS NEC","780.9","7809"
781.00,"ABN INVOLUN MOVEMENT NEC","781.0","7810"
781.10,"SMELL & TASTE DISTURB","781.1","7811"
781.20,"ABNORMALITY OF GAIT","781.2","7812"
781.30,"LACK OF COORDINATION","781.3","7813"
781.40,"TRANSIENT LIMB PARALYSIS","781.4","7814"
781.50,"CLUBBING OF FINGERS","781.5","7815"
781.60,"MENINGISMUS","781.6","7816"
781.70,"TETANY","781.7","7817"
781.90,"NERV/MUSCULSKEL SYM NEC","781.9","7819"
782.00,"SKIN SENSATION DISTURB","782.0","7820"
782.10,"NONSPECIF SKIN ERUPT NEC","782.1","7821"
782.20,"LOCAL SUPRFICIAL SWELLNG","782.2","7822"
782.30,"EDEMA","782.3","7823"
782.40,"JAUNDICE NOS","782.4","7824"
782.50,"CYANOSIS","782.5","7825"
782.61,"PALLOR","782.61","78261"
782.62,"FLUSHING","782.62","78262"
782.70,"SPONTANEOUS ECCHYMOSES","782.7","7827"
782.80,"CHANGES IN SKIN TEXTURE","782.8","7828"
782.90,"INTEGUMENT TISS SYMP NEC","782.9","7829"
783.00,"ANOREXIA","783.0","7830"
783.10,"ABNORMAL WEIGHT GAIN","783.1","7831"
783.20,"ABNORMAL LOSS OF WEIGHT","783.2","7832"
783.30,"FEEDING PROBLEM","783.3","7833"
783.40,"LACK NORM PHYSIOL DEVEL","783.4","7834"
783.50,"POLYDIPSIA","783.5","7835"
783.60,"POLYPHAGIA","783.6","7836"
783.90,"NUTR/METAB/DEVEL SYM NEC","783.9","7839"
784.00,"HEADACHE","784.0","7840"
784.10,"THROAT PAIN","784.1","7841"
784.20,"SWELLING IN HEAD & NECK","784.2","7842"
784.30,"APHASIA","784.3","7843"
784.40,"VOICE DISTURBANCE NOS","784.40","78440"
784.41,"APHONIA","784.41","78441"
784.49,"VOICE DISTURBANCE NEC","784.49","78449"
784.50,"SPEECH DISTURBANCE NEC","784.5","7845"
784.60,"SYMBOLIC DYSFUNCTION NOS","784.60","78460"
784.61,"ALEXIA AND DYSLEXIA","784.61","78461"
784.69,"SYMBOLIC DYSFUNCTION NEC","784.69","78469"
784.70,"EPISTAXIS","784.7","7847"
784.80,"HEMORRHAGE FROM THROAT","784.8","7848"
784.90,"SYMP INVOL HEAD/NECK NEC","784.9","7849"
785.00,"TACHYCARDIA NOS","785.0","7850"
785.10,"PALPITATIONS","785.1","7851"
785.20,"CARDIAC MURMURS NEC","785.2","7852"
785.30,"ABNORM HEART SOUNDS NEC","785.3","7853"
785.40,"GANGRENE","785.4","7854"
785.50,"SHOCK NOS","785.50","78550"
785.51,"CARDIOGENIC SHOCK","785.51","78551"
785.59,"SHOCK W/O TRAUMA NEC","785.59","78559"
785.60,"ENLARGEMENT LYMPH NODES","785.6","7856"
785.90,"CARDIOVAS SYS SYMP NEC","785.9","7859"
786.00,"RESPIRATORY ABNORM NOS","786.00","78600"
786.01,"HYPERVENTILATION","786.01","78601"
786.02,"ORTHOPNEA","786.02","78602"
786.09,"RESPIRATORY ABNORM NEC","786.09","78609"
786.10,"STRIDOR","786.1","7861"
786.20,"COUGH","786.2","7862"
786.30,"HEMOPTYSIS","786.3","7863"
786.40,"ABNORMAL SPUTUM","786.4","7864"
786.50,"CHEST PAIN NOS","786.50","78650"
786.51,"PRECORDIAL PAIN","786.51","78651"
786.52,"PAINFUL RESPIRATION","786.52","78652"
786.59,"CHEST PAIN NEC","786.59","78659"
786.60,"CHEST SWELLING/MASS/LUMP","786.6","7866"
786.70,"ABNORMAL CHEST SOUNDS","786.7","7867"
786.80,"HICCOUGH","786.8","7868"
786.90,"RESP SYS/CHEST SYMP NEC","786.9","7869"
787.00,"NAUSEA AND VOMITING","787.0","7870"
787.10,"HEARTBURN","787.1","7871"
787.20,"DYSPHAGIA","787.2","7872"
787.30,"FLATUL/ERUCTAT/GAS PAIN","787.3","7873"
787.40,"VISIBLE PERISTALSIS","787.4","7874"
787.50,"ABNORMAL BOWEL SOUNDS","787.5","7875"
787.60,"INCONTINENCE OF FECES","787.6","7876"
787.70,"ABNORMAL FECES","787.7","7877"
787.90,"GI SYSTEM SYMPTOMS NEC","787.9","7879"
788.00,"RENAL COLIC","788.0","7880"
788.10,"DYSURIA","788.1","7881"
788.20,"RETENTION OF URINE NOS","788.20","78820"
788.21,"INCOMPL BLADDER EMPTYING","788.21","78821"
788.29,"RETENTION OF URINE NEC","788.29","78829"
788.30,"URINARY INCONTINENCE NOS","788.30","78830"
788.31,"URGE INCONTINENCE","788.31","78831"
788.32,"STRESS INCONTINENCE,MALE","788.32","78832"
788.33,"URGE & STRESS INCONTINEN","788.33","78833"
788.34,"INCONTINENC-NO AWARENESS","788.34","78834"
788.35,"POST-VOID DRIBBLING","788.35","78835"
788.36,"NOCTURNAL ENURESIS","788.36","78836"
788.37,"CONTINUOUS LEAKAGE","788.37","78837"
788.39,"URINARY INCONTINENCE NEC","788.39","78839"
788.41,"URINARY FREQUENCY","788.41","78841"
788.42,"POLYURIA","788.42","78842"
788.43,"NOCTURIA","788.43","78843"
788.50,"OLIGURIA & ANURIA","788.5","7885"
788.61,"SPLIT OF URINARY STREAM","788.61","78861"
788.62,"SLOW URINARY STREAM","788.62","78862"
788.69,"URINATION ABNORMALTY NEC","788.69","78869"
788.70,"URETHRAL DISCHARGE","788.7","7887"
788.80,"EXTRAVASATION OF URINE","788.8","7888"
788.90,"URINARY SYS SYMPTOM NEC","788.9","7889"
789.00,"ABDOMINAL PAIN","789.0","7890"
789.10,"HEPATOMEGALY","789.1","7891"
789.20,"SPLENOMEGALY","789.2","7892"
789.30,"ABDOM/PELVIC SWELLNG NEC","789.3","7893"
789.40,"ABDOMINAL RIGIDITY","789.4","7894"
789.50,"ASCITES","789.5","7895"
789.90,"ABDOMEN/PELVIS SYMP NEC","789.9","7899"
790.00,"ABNORM RED BLOOD CELL","790.0","7900"
790.10,"ELEVATED SEDIMENT RATE","790.1","7901"
790.20,"ABN GLUCOSE TOLERAN TEST","790.2","7902"
790.30,"EXCESS BLOOD-ALCOHOL LEV","790.3","7903"
790.40,"ELEV TRANSAMINASE/LDH","790.4","7904"
790.50,"ABN SERUM ENZY LEVEL NEC","790.5","7905"
790.60,"ABN BLOOD CHEMISTRY NEC","790.6","7906"
790.70,"BACTEREMIA","790.7","7907"
790.80,"VIREMIA NOS","790.8","7908"
790.91,"ABN ARTERIAL BLOOD GASES","790.91","79091"
790.92,"ABN COAGULATION PROFILE","790.92","79092"
790.93,"ELEVATED PSA","790.93","79093"
790.99,"ABNORMAL BLOOD FIND NEC","790.99","79099"
791.00,"PROTEINURIA","791.0","7910"
791.10,"CHYLURIA","791.1","7911"
791.20,"HEMOGLOBINURIA","791.2","7912"
791.30,"MYOGLOBINURIA","791.3","7913"
791.40,"BILIURIA","791.4","7914"
791.50,"GLYCOSURIA","791.5","7915"
791.60,"ACETONURIA","791.6","7916"
791.70,"OTH CELLS/CASTS IN URINE","791.7","7917"
791.90,"ABN URINE FINDINGS NEC","791.9","7919"
792.00,"ABN FND-CEREBROSPINAL FL","792.0","7920"
792.10,"ABN FIND-STOOL CONTENTS","792.1","7921"
792.20,"ABN FINDINGS-SEMEN","792.2","7922"
792.30,"ABN FIND-AMNIOTIC FLUID","792.3","7923"
792.40,"ABN FINDINGS-SALIVA","792.4","7924"
792.90,"ABN FIND-BODY SUBST NEC","792.9","7929"
793.00,"ABN FINDING-SKULL & HEAD","793.0","7930"
793.10,"ABN FINDINGS-LUNG FIELD","793.1","7931"
793.20,"ABN FD-INTRATHOR ORG NEC","793.2","7932"
793.30,"ABN FIND-BILIARY TRACT","793.3","7933"
793.40,"ABN FINDINGS-GI TRACT","793.4","7934"
793.50,"ABN FINDINGS-GU ORGANS","793.5","7935"
793.60,"ABN FIND-ABDOMINAL AREA","793.6","7936"
793.70,"ABN FIND-MUSCULOSKEL SYS","793.7","7937"
793.80,"ABNORMAL FINDINGS-BREAST","793.8","7938"
793.90,"ABN FIND-BODY STRUCT NEC","793.9","7939"
794.00,"ABN CNS FUNCT STUDY NOS","794.00","79400"
794.01,"ABNORM ECHOENCEPHALOGRAM","794.01","79401"
794.02,"ABN ELECTROENCEPHALOGRAM","794.02","79402"
794.09,"ABN CNS FUNCT STUDY NEC","794.09","79409"
794.10,"ABN STIMUL RESPONSE NOS","794.10","79410"
794.11,"ABN RETINAL FUNCT STUDY","794.11","79411"
794.12,"ABNORM ELECTRO-OCULOGRAM","794.12","79412"
794.13,"ABNORMAL VEP","794.13","79413"
794.14,"ABN OCULOMOTOR STUDIES","794.14","79414"
794.15,"ABN AUDITORY FUNCT STUDY","794.15","79415"
794.16,"ABN VESTIBULAR FUNC STUD","794.16","79416"
794.17,"ABNORM ELECTROMYOGRAM","794.17","79417"
794.19,"ABN PERIPH NERV STUD NEC","794.19","79419"
794.20,"ABN PULMONARY FUNC STUDY","794.2","7942"
794.30,"ABN CARDIOVASC STUDY NOS","794.30","79430"
794.31,"ABNORM ELECTROCARDIOGRAM","794.31","79431"
794.39,"ABN CARDIOVASC STUDY NEC","794.39","79439"
794.40,"ABN KIDNEY FUNCT STUDY","794.4","7944"
794.50,"ABN THYROID FUNCT STUDY","794.5","7945"
794.60,"ABN ENDOCRINE STUDY NEC","794.6","7946"
794.70,"ABN BASAL METABOL STUDY","794.7","7947"
794.80,"ABN LIVER FUNCTION STUDY","794.8","7948"
794.90,"ABN FUNCTION STUDY NEC","794.9","7949"
795.00,"ABN PAP SMEAR-CERVIX","795.0","7950"
795.10,"ABN PAP SMEAR-OTH SITE","795.1","7951"
795.20,"ABN CHROMOSOMAL ANALYSIS","795.2","7952"
